abandono,plan_internacional,plan_correo_de_voz,CP1,CP2
0,0,0,-105.38511868818111,57.931681183509376
0,0,0,23.660661469521013,-24.437680098679827
0,0,0,-16.669932563935053,-13.118569253003281
1,0,0,-28.65023039782172,-30.939382915130317
1,0,0,-77.90953806628067,34.57289868707791
0,0,1,26.666612880507234,-62.986472164550605
0,0,0,7.018410915081972,-35.410388129530205
0,0,0,24.057918690928783,54.044067692990474
0,0,0,40.57825588673165,46.538098711131084
0,0,0,3.81046840286508,52.53113580287711
0,0,0,-58.4505474065499,-2.8388795268322866
0,0,1,-100.68234083953065,-22.117611291581525
0,0,1,58.58051433117617,45.33564180430271
0,0,1,24.78228589028737,69.95228168672223
0,0,0,-57.49179908768347,61.74115409718853
0,0,0,31.417717947852648,-139.02591966946503
0,0,0,-4.764931186884209,-3.8787963025486474
0,0,0,16.34058035438513,26.943209377693655
0,0,0,50.538033531811706,32.28690705549935
0,0,0,119.10118811231958,44.29728848168492
1,1,1,-7.405099192391784,-83.93461014576457
0,0,0,25.71540861040097,-51.01216013454727
1,0,0,-98.84854482963873,-45.995039519287616
0,0,1,65.54765555903064,26.786223550889183
0,0,0,-54.157909386544354,-53.72993900598236
0,0,0,-27.96852690816433,-24.969515788715338
0,0,1,-33.6756605614342,4.1053187102019
0,0,0,-13.577853926293452,25.223134801286626
0,0,0,11.333563737758976,0.295536039340278
0,0,0,16.886090350995154,90.38190966658588
0,0,0,-23.27193271198701,7.889427055795991
1,0,0,110.88922217600553,18.169617547608276
1,0,1,-13.76254238542773,56.24858198482148
0,0,0,90.78590211624918,-0.6196080062632154
0,0,1,-42.64648946796658,67.01415777553478
0,0,0,40.72968378914874,-42.91821725994691
0,0,0,6.165258765781069,69.41302719022637
0,0,0,-53.96827289987425,9.286940258921549
0,0,0,-20.507552581223507,0.49173005352331156
0,0,0,-17.20441349332342,1.2742729911042665
0,1,0,44.746083583570105,56.326713242137735
0,0,1,2.6760325754436134,10.477480879656992
0,0,0,-21.95023429334834,-12.979684279117134
0,0,1,-13.846612764881973,96.52981309756636
0,0,1,-25.092984564573246,8.511315165557368
0,0,0,38.61269525476524,-58.894923534212445
0,0,1,-23.02778802677459,16.241233498526313
0,0,1,-5.3493832174635605,-53.53764567221644
0,0,0,-67.01652716024248,-3.5446002704464283
1,1,0,7.427873589029865,50.57312435114254
0,0,0,-47.746501025767735,-30.569049272643323
0,0,0,33.90945798025284,4.013446189979556
0,1,0,-84.22589177828905,-72.69316352695354
0,0,0,3.3764720707354345,-37.87319352688931
0,0,1,-88.15714065827311,75.82578282521015
0,0,0,-9.653892153689885,-35.14261008530008
0,0,0,70.45857022087475,66.55236861225583
0,0,0,-13.336684979619099,48.73141456581835
0,0,0,-37.51828529410443,-80.42952168324244
0,0,0,-90.54189858451439,76.46151718893027
0,0,0,3.3199727773849013,-28.45136635188613
1,0,0,-152.4716641503674,-68.12920486701293
0,0,1,21.646415917918553,4.400302968634049
0,0,0,2.989965603833889,-58.83271314611281
0,0,1,39.89105932925149,-4.480591180759704
0,0,0,47.23822690798126,-12.733792743714078
0,0,0,-38.266577970437226,-1.7114152622435492
0,0,1,-6.522587492608243,-13.4691007298944
0,0,0,73.83669681409143,81.86259421739459
0,0,0,-27.558953704938457,17.10874400258158
0,0,1,-64.59386935694837,0.22783056633016344
0,0,1,-18.033198804677177,69.56070478068041
0,0,0,-23.577359512986728,3.6663154839872187
0,0,1,17.424589794746105,-52.85927813791051
0,0,0,-48.09746727670871,-25.924776655785465
0,0,0,-46.93050161971117,-89.47852507710893
0,0,1,-1.3197077144387035,0.5599594012848745
0,0,0,56.69440267100089,40.49967142070475
0,0,0,63.66718199884309,12.364029711776663
0,0,0,-46.96359418636439,64.20524644275743
0,0,0,-73.0329309286983,-2.4829877585915123
0,0,0,33.0118476250227,7.906943384660856
0,0,0,-19.242074740587473,-27.486708797111394
0,0,0,5.779049111553164,10.92498431070568
0,0,0,-45.131044936123,-76.6185585716941
0,1,1,-22.75628735546291,38.67164633719164
1,0,0,123.36182329478558,22.226998264963623
0,0,1,70.59222124807035,-40.97692075125752
0,0,0,-2.6657489448480924,-34.680867423149195
0,1,0,-71.33704774252277,-83.7835028759732
0,0,0,-32.40939664272449,-31.05253205392438
0,0,0,11.02963443335735,106.64317902643965
0,0,0,-79.63850521315003,-110.17093657969734
0,0,0,17.885554186180315,23.85256016431701
0,0,0,-56.117399896818334,22.918593065468215
0,0,0,52.533817593332955,-34.42065857940901
0,0,0,-8.309695691462437,109.36006893002963
0,0,0,-30.862520877076204,5.54764055216138
0,0,0,47.43931719677188,-28.718467011704597
0,0,1,-106.02614734376469,-37.24020677309353
0,0,1,-18.115959263248072,3.8814196300599675
0,0,0,24.207940328578573,55.938596255659206
1,0,0,-147.69284636434344,-8.074579286618329
1,1,1,-118.13521624298545,22.829645653308678
0,0,0,92.47347705543977,57.28581012390087
0,0,1,32.16112044918312,18.982004222347094
0,0,0,4.333449362518451,-71.16471271097905
0,0,0,-42.60822271140211,33.740514779317344
0,0,0,37.08498837799532,32.12576651893751
0,0,0,32.59493496890216,-41.28014759892215
0,0,1,75.72315811637428,-5.508488722188879
0,0,0,-71.38403140437934,70.2605072461854
0,0,0,-17.179757954243517,22.583424315971172
0,0,0,-42.57932783529579,71.5395729585742
0,0,0,-35.606582711875255,-23.642079112430103
0,0,0,-63.814735701466134,20.137540620533297
0,1,0,-19.143593594940715,-42.082169169652374
0,0,1,35.17683157852117,-80.44811242855003
0,0,1,1.8542146790031795,98.16870126106241
1,1,0,-34.14407012118662,-107.00741993598258
0,0,0,-2.8375613110555022,32.72787254878416
0,0,0,30.337545628894507,-3.2541380262032096
0,0,0,-3.0933614325734413,23.023296942769655
1,0,0,-61.209663426500775,-89.78373752569084
0,0,0,-49.255182057184534,57.823616761583054
0,0,0,-8.109125341280778,43.88961642327666
0,0,1,8.707717888540254,50.1074415221293
0,0,0,48.59470669189671,-38.772651800626406
0,0,0,36.55460807731783,-45.93639450454921
0,0,0,110.33954894572986,60.51767269195595
0,0,0,-34.83902326847448,0.8737430958828428
0,0,0,-25.049420751663085,-23.322653903596567
0,0,1,3.35824837030867,-69.64411331384765
0,0,1,-93.90308610277765,-66.67595492316491
0,0,1,-4.491316713962666,-113.02841707998779
1,1,0,-139.72405858189018,50.58640244334404
0,1,1,-11.529643662332676,-74.62131648427501
0,0,0,-20.207106010216858,-27.455052285220546
0,0,0,16.939287661964304,-43.5189821818591
0,1,0,7.591189670544164,-9.189017348736462
1,0,0,47.61558320757636,-6.534961869221903
0,0,1,-31.922873460220337,82.35600725944067
0,0,0,107.29576993985329,7.05633451449857
0,0,0,88.99073108879651,91.0485042859092
0,0,0,-9.55607363217806,-15.194396293959207
0,0,0,-48.682036990370186,79.4994432530942
1,1,0,38.47043513728292,71.3931889536714
0,0,0,-81.50575997172264,52.09631784826305
0,0,0,-46.31343327431782,9.203284668548502
1,0,0,-25.57335825994904,43.33128018511627
0,0,0,67.67841527152349,34.40681977028536
0,0,1,108.39682424612539,128.48265776516897
0,0,0,-45.43509870885453,86.78629170663241
0,0,0,-5.101876390492515,26.99720085126024
0,0,1,30.13064099795096,-38.86273032056866
1,0,1,10.098453960498054,114.92406433563488
0,0,0,-29.481106693272054,13.759830190496679
0,0,0,-22.010088255787696,-45.819446994774445
0,0,1,61.01095195115748,6.834749237702785
0,1,0,44.509456817339036,-65.62453341122536
0,0,1,18.014149807435608,-27.767967016609557
0,0,0,37.151993463527184,46.43085736432026
0,0,0,100.86039058173026,-31.22341385350591
1,1,0,115.21250759085908,42.21223115248319
0,0,0,30.557022197024505,-44.09494567675376
0,0,1,13.677134353410212,13.086808319513532
0,0,0,39.74632429525692,65.16167864903937
0,0,0,39.36654399211264,-13.273274118457344
0,0,0,10.365510108170943,10.851496477274996
0,0,0,-78.72342388089346,-37.87591382502869
0,0,1,-28.864266552443997,8.618664615032884
0,0,1,-49.17515593927922,20.926753546367383
0,0,0,34.80515046670172,68.35333116527303
0,0,1,85.77609558447905,25.558244397355477
0,1,0,19.74530670812812,12.341583032727396
0,0,0,-28.722208748806896,9.41128260333095
0,0,0,44.30912132552934,21.824290003846826
0,0,1,-32.15973998127894,-27.831160584200553
0,0,0,-10.135818990827676,-25.10362043522653
0,0,1,25.776404881480783,32.11151574934908
0,0,0,-32.55674886661722,-78.01279730135377
0,1,0,-38.47480789497991,-7.520255338178421
1,0,1,-16.763399879955426,67.82543772420804
0,0,1,-14.862552781965832,13.191096693410396
0,1,0,-24.67838192669712,-2.17250289404929
0,0,0,6.911867268639849,14.55343864418161
0,0,0,-16.809132865817062,-14.830994476259415
0,0,1,-30.203687848203952,-8.482085325326144
0,0,1,-37.99631263079331,-47.7233518113074
0,0,0,-25.88082972825429,63.16253657596749
0,0,1,26.791211126445607,56.16807934412035
0,0,0,-31.540594289558445,49.97336261157258
0,0,0,-32.37864421626069,47.220672794666896
0,0,0,-37.25619077009735,85.1147329727774
1,0,0,-129.024430865896,9.343583700072994
0,0,1,-57.36356616695138,43.39671284380788
0,0,0,81.98573789532584,17.77664704232139
0,0,0,7.046525549298734,-28.32211040061639
1,0,1,-0.06588160159121334,72.72078282879447
0,0,1,-2.5176580378316107,89.76450614270661
0,0,0,-27.26013523263993,24.63654475037466
0,0,0,103.97805621431245,-62.38195865159015
0,0,0,18.389070834318993,39.4662200667428
0,0,0,-34.66081609671469,-13.555705972622249
0,0,0,-8.460182505873112,55.31868319748572
0,0,0,1.9868039372259982,67.07218299919015
1,0,0,-82.72491627842032,-54.72755617218284
1,0,0,14.000404337535283,-53.49338047226255
0,0,0,26.372880364073712,-41.89745720389758
0,0,0,92.13705192485148,-21.56603732737055
0,0,0,-47.95724398910951,-59.633688198529924
1,0,0,-88.32791516170104,-54.27851938328731
1,0,0,-110.36914858678409,-65.6827299839018
0,0,0,-13.579106897942316,-4.0754906070479135
0,0,0,-41.205599776867246,-58.93217921981224
1,0,0,-72.8124874186315,17.642554145266587
0,0,1,-55.45914295823563,-13.403583292762802
0,0,0,-29.48342607710897,32.13255854100807
0,0,0,92.71764301113295,-49.17809748441225
0,0,0,51.42382772781095,37.090715667927924
0,0,0,135.4543100325633,-116.9087775901745
0,0,1,68.57501461708448,-72.25468424331302
0,0,1,71.7801336633836,-69.30663681958845
0,0,1,-57.66033859281634,32.05985439679822
1,1,1,-40.64939159139862,-24.074217305804655
0,0,0,1.5579850487470195,9.679148077057977
0,0,1,51.079462474593775,44.16007306581289
0,0,0,43.53383844864319,-16.96649485576854
0,0,0,94.17468652635215,8.279096134073324
0,0,0,-34.282877147319354,60.855640863800566
0,0,1,127.78669793929069,-30.912636745858173
0,0,1,113.58971648692113,4.39498017410392
0,0,1,-53.025652441114154,-60.85233974201698
0,0,0,-15.829401295957815,-22.637256277250323
0,0,0,-11.898589121517773,-108.67335129993099
0,0,0,2.6691277783716996,-131.97769401622634
1,0,0,-88.90890841978005,-50.24502593277369
1,0,0,57.11468703931202,-30.316883750979926
0,0,0,15.407548459279392,-43.9731567629128
0,0,0,-27.550434739524626,54.6914538621871
0,0,1,-36.84446205067894,24.969579170804163
0,0,0,19.3707084460264,-72.43721970899179
0,0,0,-24.401052133588617,80.82403495669884
0,0,0,-49.72674088629524,-49.57528513733133
0,0,0,-43.27945253772954,-20.056568351161513
1,0,0,-39.914791650362076,53.848427442906384
0,0,0,-5.5221104411283,4.0022117399273
0,0,1,-47.078696167193826,41.431451219281485
0,0,1,111.04057589099303,60.04040439755121
0,0,1,19.415795307058257,71.1175332167695
0,0,0,-76.94936543432527,-33.01176655249547
0,0,1,7.657876788284981,100.05246056689411
0,0,0,-43.113730929103774,22.807165455526164
0,0,1,27.449646681945335,-13.730172175964729
1,0,0,63.041960580904245,108.53032632115644
0,0,0,-4.331161500396031,14.559978522597053
0,1,1,-40.35358318329325,-6.274155674263447
0,0,0,34.930052503907234,-44.43333302363073
0,0,0,-1.0601154014696699,-1.077287808367833
1,1,0,-54.32783551688493,-24.797906083659278
0,0,0,3.6156200099631555,102.6664325703287
0,1,0,-66.14075828923762,5.731739555229303
0,0,1,54.8860590018986,-64.1257447796845
0,1,1,38.77197686885906,-59.791836866777686
0,0,1,37.255624983530986,-60.07887263690349
1,1,0,-67.127572356808,-105.09538146975493
0,0,0,50.43990152222236,56.43105169672126
0,0,1,39.41779230414834,-7.329014300474877
0,0,0,-66.99232973475246,137.95334634374757
0,0,0,19.882932179323507,-11.83561806647405
1,0,0,-174.9117722876706,2.6799346706014577
0,0,0,-2.2712206279729625,-95.43020004940065
0,0,0,102.49624672890741,4.498610274530498
0,0,0,104.41328291417922,-46.49443364620038
0,0,0,-7.18031269010933,-75.57342042291754
0,0,0,-20.048431444077526,-18.278994369451734
0,0,0,-17.143013960864536,-4.044520284539285
1,1,0,-50.37094245796784,106.31986696198341
0,0,0,20.634201372275992,-42.644189480531985
0,0,0,-4.289211102623921,40.20047346195442
0,0,1,-30.21133068620479,-29.67113713331063
0,0,0,4.333984426309399,57.546180817701206
0,0,0,-26.691294076119398,2.268661364244337
1,1,0,21.798386377111886,-65.43339506981823
0,0,0,-46.89767966900612,47.166564592251696
0,0,0,-64.40639621049256,12.292716709605553
0,0,0,22.063501784829462,63.15931805251761
0,1,0,-4.2089278854350916,75.08932217513532
0,1,1,-8.242264217241722,-79.95677595363901
0,0,0,25.70242165991866,-41.59316202350618
0,0,0,-49.030617598348314,-17.619901449823196
0,0,0,29.733227000462165,23.205702184821245
0,0,0,-24.00913087223412,-52.907924799439144
0,0,0,88.56297832879703,-77.80344361057877
0,0,0,50.841416750804115,31.083345826855336
0,0,0,14.212175583011655,-23.790126870421776
0,0,0,78.68181537440475,-28.937675156589055
0,0,0,-31.20592464976609,36.22832008586254
0,0,0,-35.47021223121328,-16.826375879099984
1,0,0,-46.48311764751467,-32.405882882123194
0,0,1,-99.62341829580386,12.923244735860523
0,0,0,41.51682301427757,8.262749471633706
1,0,0,-51.17697211166839,-45.70964154410949
0,0,0,-5.711393832122372,44.982202885955246
1,0,0,16.199383356944026,-27.092073161455417
0,0,1,58.977941887748294,9.162928941312686
0,0,0,-51.53144788529868,89.35871922979051
0,0,1,37.01159554323885,-11.845427723875892
0,0,0,-42.57354246341341,-0.6225029898805571
0,0,0,0.016004586107200902,-32.09674279841637
0,1,0,-87.631360605106,19.72732052187097
0,0,0,23.537876307714086,102.54067188383995
1,0,0,22.388703760579094,13.076869424722908
0,1,0,62.897786306159915,-73.64733430058935
0,0,0,-5.268236343269046,-18.3245367288424
0,0,0,-3.3316048861572813,46.58385243361078
0,0,0,83.5942660467489,12.943718141436982
0,0,0,-74.21169205348316,-61.48088150469456
0,0,0,-75.90502959335711,-14.96029393165346
0,0,0,3.326992595436118,71.99563954267666
1,0,0,-56.44412607782833,-46.314845075199294
1,1,0,4.69032410813892,41.898252663750355
0,0,0,-62.8398223220443,19.092204759048432
0,0,1,34.73906124374868,33.61037699965749
0,0,0,5.24383725277055,-90.12027687112209
0,0,1,-19.588866260685908,-69.65124330465075
0,0,0,-72.03019002771507,-68.42234177928088
0,0,0,-16.808877788298208,-68.30573813816297
0,0,1,-79.0146685681074,78.35074951159493
0,0,1,-47.274268461542654,49.581086518297475
0,1,0,-14.377971219774828,13.856444835062085
0,0,0,53.09182109789385,62.33027988690902
0,0,1,75.75326206182852,6.659271329158333
0,0,0,6.058690364665359,10.08496337330205
0,0,0,65.88059011513849,-40.97622481212808
1,0,0,-65.35027302725157,-58.52564356995855
0,0,0,10.085202590766993,-74.51581530151896
0,0,0,-69.85062304314174,44.236120909824315
0,0,0,27.11061326116914,-5.947669381702801
0,0,1,-109.16817124388793,-13.942139432022854
0,0,1,-64.065375439395,32.74617066118174
0,0,0,-3.3545816532765467,-68.95449099633457
1,0,0,-101.87562679944062,19.387551019275175
0,0,0,36.61976164906201,-104.10762098816585
0,0,0,26.93365144506744,3.9177738473367696
0,0,1,-101.32695037509365,54.4454462104416
0,0,0,34.94119030893006,-81.8654912545488
0,0,1,54.84524760593068,-54.408755093705615
0,0,0,-64.35010573870609,-25.97440269508898
0,1,0,2.26257349763865,98.68161872524988
0,0,0,125.55014874311723,-25.339095741289146
0,0,0,46.70507894825162,-36.03642072474557
0,0,0,-111.98405151189652,33.60374043089854
0,0,0,71.29325707052918,-51.668238606563534
0,0,1,-82.31557972670458,-28.718554764880064
0,0,0,58.198002835248644,-47.63859882305002
0,0,1,-45.688353981136565,-12.277507866375409
0,0,0,30.137082483289063,6.466071046231834
0,0,1,-12.030632878333085,-64.25937783123119
1,0,0,-72.76125377032963,-51.27217201738398
1,0,0,-78.4238105293486,-69.45964002744225
0,0,0,79.39489013807857,38.89824031227899
0,0,0,32.814787257892654,-100.59669645436425
0,0,1,-7.273637479208492,-30.39511060442116
0,0,0,-6.273665117649555,32.30682760681956
0,0,0,-75.32041955378251,-65.01887746839905
0,0,0,26.623735940094356,44.95392205247603
0,0,1,66.4123616794839,85.65087075044067
0,0,0,40.01688819736676,59.68911600421281
0,0,1,-17.695183329021326,28.70698702283871
1,1,0,1.0020170551317253,13.718777110673017
1,0,1,-52.69365035982587,46.552250277891616
0,0,0,5.267828718393687,38.13058338910902
0,0,1,103.71388049604157,66.50801508569099
0,0,1,-6.694645794548672,-69.82943508075057
0,0,0,-66.65626291059048,45.53599892962286
0,0,0,111.98000812599722,-40.720126065148214
0,0,0,108.61318110444033,51.36175751963859
1,0,1,96.42985836245957,-102.88356568259864
0,0,1,-28.9241352049946,-53.58150175091161
0,0,0,20.654913370064715,100.94609223433807
0,0,0,-83.60732163069703,36.19211120449568
0,0,1,26.060328144145494,46.10378925648752
0,0,0,20.03171530103787,91.54898322506006
0,0,0,-19.410316164950864,76.39704852580377
0,0,0,10.538482617104647,-95.51127389449657
0,0,0,23.828699617642283,48.568163520989906
0,0,0,18.06364822542842,59.14032156684084
0,0,0,34.00491327203787,-31.363316533680006
0,0,0,-41.77254982703954,-14.362993880579255
0,0,1,31.200462685757852,13.072937086895571
0,1,0,-47.9663094082588,-55.92368124915964
0,0,0,-20.58259040995231,-46.518321960860995
0,0,0,-64.62014667731296,4.5242859939693805
0,0,0,33.704388005840265,-28.052536313558914
0,0,0,-31.47934039790206,6.663065680448113
1,1,0,-7.61790426111908,-42.77864024686885
1,1,0,51.027771848523486,-13.177766885600326
0,0,1,61.98670066012565,-13.11839608635649
0,0,0,-105.08802970600776,86.10516363803126
0,1,0,24.5922333861362,6.458966034209648
0,0,1,5.888120218660674,-29.308201324902424
0,0,0,11.386877351192641,-78.42783811287401
1,1,0,-36.694210235561194,53.91223874236763
0,0,0,18.849788325395203,-111.65882871084042
0,0,1,62.34451493832428,41.089398094558916
0,0,1,-74.00123436033438,5.714960446005133
1,1,0,-38.153515973888794,3.8599391936169165
0,1,1,-48.20949530460852,88.89701091780341
0,0,0,-34.982704587739796,71.74877128619399
0,0,0,10.328262871771608,97.83823661374532
0,0,1,38.13310697984584,-5.725384155105772
1,0,0,29.469168519776243,-41.6546341681931
0,0,1,-7.623440169668879,5.143610553791671
1,0,1,11.894848915616462,-17.137034878026743
0,0,1,56.53970288260996,9.176839059520118
0,0,0,-7.429126281032849,-97.34354639006528
0,0,0,4.570799369862419,22.465065365720623
0,0,1,-38.56092127091493,1.2651168772403736
1,1,1,-77.45387327853507,-80.31311616842973
0,0,1,91.5062646008025,-18.93766387214684
0,0,0,92.62486903204565,-84.10643888180883
0,0,0,-31.795210992261328,-20.656274571668906
0,0,0,16.64795389665365,-36.815576155519466
0,0,0,-19.33625538088808,-21.99088909815862
0,0,0,-79.63682675065897,-17.187342196609546
1,0,0,101.61060917848248,67.0084773455174
0,0,1,-70.9860747940386,-36.39322785433081
0,0,0,136.43398261801522,23.183642327172976
0,0,0,-42.86213884750452,-67.04157819950969
0,0,0,134.42658002711732,18.40521730687602
0,0,0,-48.27287074534775,2.153615550718919
0,0,1,129.9063730051521,107.9267032145903
0,0,0,52.45602889734928,38.25526527251355
0,1,0,123.00172870293319,-89.52963584824609
0,0,1,14.494947347151,18.912346546669276
0,0,0,16.259950415534462,8.081857521330472
0,0,1,-30.083837166561853,-39.93772166029795
0,0,1,-27.52501385664856,73.3102439657592
0,0,0,-145.59875264441717,117.15038026173426
0,0,0,137.73280946758936,-34.20640887077447
0,0,1,5.086708533458447,41.48842119968326
0,0,1,19.087503175049495,-33.38068581067381
0,0,0,-39.423156499259946,19.837524722905897
0,0,0,72.81672234877735,6.105371927474192
0,0,1,43.83848102532432,-25.924749869413063
0,0,1,-28.247936366534294,-6.5024587229991635
1,1,1,-58.76671932030789,-5.816676597706463
0,0,0,-52.76971068435584,-25.15703915684554
0,0,1,91.23098106152963,-102.32450510992791
0,0,1,49.39852467928598,10.981480543457906
1,1,0,-94.06294188133394,-67.43639317044311
1,1,1,49.50522272417635,-37.350443076547535
0,0,1,79.84487976134574,7.159406605758546
0,0,1,-56.56232796039862,-12.52723161605059
1,0,0,9.60002049009134,-11.60137045500254
0,0,0,-37.65826739249356,-56.84779470461919
1,0,0,-103.42491593588623,-62.54823996167533
0,1,0,109.94627247886582,-43.36276064977174
0,0,0,40.66311939647442,-73.97808924129934
0,0,1,-18.720875620642,44.50204360525069
0,0,0,26.945002769509482,-60.19950973160839
0,0,1,-16.258026436591432,10.35578431322481
1,0,0,5.482305837697609,-2.5991691333529743
0,0,0,34.90044076714897,123.2054475590626
0,0,0,19.028195473361734,1.9717847913520503
0,0,1,44.1308286965368,-94.93158186218817
0,0,1,-13.332042786722011,-68.96044433407367
0,0,0,24.381572767058394,102.10157172024009
0,0,1,-47.59829542398178,-30.439874852470062
0,0,0,-25.471731975965856,-43.253416393812756
0,0,1,60.791767536998,-18.039594333248726
0,1,0,-32.6099359938921,-28.269279457687635
0,0,0,-112.04432952447104,-17.441004155524162
1,1,1,-33.50772652016241,-73.63249050746084
0,0,0,-0.44523362627555524,-6.214072305618641
0,0,1,97.03890937017866,91.73683267726369
0,1,0,129.90297247125469,-83.51434727264765
0,0,1,-42.27020166104247,-64.04163037996591
1,0,0,-48.636676299288304,-14.999172356011018
0,0,1,-129.23508522660626,-25.10305126600525
0,0,0,-21.103989099261955,-12.126484776092813
0,0,0,34.05374090901895,-18.297729307356224
0,0,1,3.3515148931647185,-58.444522083800656
0,0,1,5.2294024896626965,-113.21503205684142
1,0,0,-21.611934609961263,-87.60770318985888
0,0,1,-40.543876078510955,-21.673805629201183
0,0,0,15.231503176173087,17.123143057827896
0,0,0,20.353587429386934,80.17602171593592
1,0,0,-45.59846538770787,-87.90175847425236
0,0,0,123.00199422606245,42.466826513335874
0,1,0,-43.078857358502184,2.4699444503676276
0,0,0,1.3218069633151124,97.72430369265587
1,0,0,98.57021026785594,-54.53222027575779
0,0,1,108.72631235154418,-51.40503543985743
0,0,0,-27.58578847580947,-107.16746403087456
0,0,0,56.865004730393295,-10.274325284035235
0,0,0,-5.100695751015064,87.44240218409503
0,0,1,-20.47591312536509,-64.33178629098342
0,0,0,-34.36063135989279,70.52653014146156
0,0,1,21.15675117900657,71.58087731374603
0,0,0,18.1295987685675,52.605938400198966
0,0,0,9.404353629507593,99.00600824698778
0,0,0,21.495325861485398,6.831758076037497
0,0,1,-37.98979416950058,24.599001895535306
0,0,0,84.3468828271025,-44.75070060518753
1,1,0,27.073510913385135,-45.32086577039838
0,0,0,-20.722904932097062,-10.588064158100917
